IdProducto;DescripcionLarga;Clase ;Talla ;Color ;PrecioCosto;PrecioPublico1;Fracción ;Fab/Marca;IdProducto2;Cod Color; Vigencia Inicial;Grupo Destino
10712;TACTIL PARA CELULAR ZTE  KISS II MAX;;;;47600;60000;;;10712;;;______________________
11193;TACTIL PARA CELULAR ZTE BLADE C370;;;;35000;70000;;;11193;;;______________________
11678;TACTIL PARA TABLET CHINA Q8;;;;15000;50000;;;11678;;;______________________
11293;TACTIL SAMSUNG ACE 4 318;;;;28000;65000;;;11293;;;______________________
11239;TACTIL TABLET KRONO 7030 TORQUE 2;;;;15000;50000;;;11239;;;______________________
11798;TAPA PARA CELULAR HUAWEI;;;;18000;25000;;;11798;;;______________________
10866;TAPA PARA CELULAR MARCA SAMSUNG GALAXY S6;;;;29750;35000;;;10866;;;______________________
10865;TAPA PARA CELULAR MARCA SONY EXPERIA;;;;17850;25000;;;10865;;;______________________
10908;TAPETE PARA CELULAR MARCA ALCATEL 385;;;;23800;30000;;;10908;;;______________________
10909;TAPETE PARA CELULAR MARCA BLACKBERRY  8520;;;;8000;15000;;;10909;;;______________________
10958;VIDRIO TEMPLADO DE COLOR PARA LANIX LT500;;;;4760;8000;;;10958;;;______________________
10959;VIDRIO TEMPLADO DE COLOR PARA LANIX S820;;;;4760;8000;;;10959;;;______________________
10954;VIDRIO TEMPLADO PARA CELULAR MARCA IPHONE 5S;;;;4760;8000;;;10954;;;______________________
10783;VISOR PARA CELULAR SAMSUNG GALAXY S3 MINI;;;;47600;70000;;;10783;;;______________________
10785;VISOR PARA CELULAR SAMSUNG GALAXY S4;;;;59500;80000;;;10785;;;______________________
10784;VISOR PARA CELULAR SAMSUNG GALAXY S5;;;;35700;100000;;;10784;;;______________________
11546;VISOR PARA CELULAR SAMSUNG J1 2016;;;;41650;70000;;;11546;;;______________________
10782;VISORES CAMARAS CELULARES REF SURTIDAS;;;;5000;7000;;;10782;;;______________________
;;;;;;;;;;;;______________________
10676;BATERIA PARA TABLET  DE  4000 mAh;;;;30000;50000;;;10676;;;______________________
10678;BATERIA TABLET 3500mAh Y 3800 mAh;;;;20000;40000;;;10678;;;______________________
11847;BOTON HOME IPHONE 6;;;;25000;45000;;;11847;;;______________________
10256;CARCASA BACKOBER PARA SAMSUNG J7;;;;11900;25000;;;10256;;;______________________
10238;CARCASA PARA BLACKBERRY 8520;;;;8000;10000;;;10238;;;______________________
10237;CARCASA PARA BLACKBERRY 9300;;;;17850;25000;;;10237;;;______________________
10239;CARCASA PARA BLACKBERRY 9320;;;;9520;15000;;;10239;;;______________________
10240;CARCASA PARA BLACKBERRY MODELO BLACKOVER;;;;14280;20000;;;10240;;;______________________
10258;CARCASA PARA NOKIA 100;;;;3570;6000;;;10258;;;______________________
10257;CARCASA PARA NOKIA 1100;;;;5950;10000;;;10257;;;______________________
10242;CARCASA PARA NOKIA 1208;;;;2380;4000;;;10242;;;______________________
10243;CARCASA PARA NOKIA 1600;;;;4760;8000;;;10243;;;______________________
10236;CARCASA PARA NOKIA 1616;;;;2380;4000;;;10236;;;______________________
10241;CARCASA PARA NOKIA C1 PLATEADO;;;;3570;6000;;;10241;;;______________________
10244;CARCASA PARA SAMSUNG KEYSTONE ORIGINAL;;;;7140;10000;;;10244;;;______________________
10221;CARGADOR GENERICO 6101;;;;7140;10000;;;10221;;;______________________
11173;CELULAR BLU TANK EXTREME TACTIL 4.0;;;;273700;300000;;;11173;;;______________________
10675;CELULAR KALLEY ELEMENT PLAY 32GB;;;;243600;280000;;;10675;;;______________________
10349;CELULAR MARCA IPRO QUALITY TASTE HARK IP67 COLOR AZUL Y PLATA;;;;119000;165000;;;10349;;;______________________
11108;CELULAR MARCA LG RISIO 2 CRICKET WIRELES MODELO:DLGN5008;;;;297500;315000;;;11108;;;______________________
10208;CELULAR WOLKI 6.26 VITAL;;;;170000;310000;;;10208;;;______________________
11103;CELULAR ZOOM ALCATEL 1052;;;;47600;50000;;;11103;;;______________________
11172;CELULAR ZOOM NOKIA Q5 ULTRA;;;;59500;70000;;;11172;;;______________________
11052;CELULAR ZOOM ULTRA ZOOM O TRIBAL;;;;47600;50000;;;11052;;;______________________
10843;DISPLAY PARA AZUMI A50C;;;;100000;120000;;;10843;;;______________________
10806;DISPLAY PARA CELULAR MARCA ALCATEL  C5;;;;47600;60000;;;10806;;;______________________
10808;DISPLAY PARA CELULAR MARCA ALCATEL  OT385JA;;;;23800;35000;;;10808;;;______________________
10813;DISPLAY PARA CELULAR MARCA ALCATEL  PIXXI 3 4009;;;;47600;60000;;;10813;;;______________________
10812;DISPLAY PARA CELULAR MARCA ALCATEL  POP C3;;;;47600;60000;;;10812;;;______________________
10805;DISPLAY PARA CELULAR MARCA ALCATEL  POP C7;;;;47600;70000;;;10805;;;______________________
10838;DISPLAY PARA CELULAR MARCA AVVIO  750;;;;47600;60000;;;10838;;;______________________
10837;DISPLAY PARA CELULAR MARCA AVVIO  751;;;;47600;60000;;;10837;;;______________________
10828;DISPLAY PARA CELULAR MARCA AVVIO  753;;;;47600;60000;;;10828;;;______________________
10829;DISPLAY PARA CELULAR MARCA AVVIO  765;;;;47600;60000;;;10829;;;______________________
10830;DISPLAY PARA CELULAR MARCA AVVIO  768;;;;47600;60000;;;10830;;;______________________
10831;DISPLAY PARA CELULAR MARCA AVVIO  775;;;;47600;60000;;;10831;;;______________________
10835;DISPLAY PARA CELULAR MARCA AVVIO  776;;;;47600;60000;;;10835;;;______________________
10839;DISPLAY PARA CELULAR MARCA AVVIO  777;;;;47600;60000;;;10839;;;______________________
10836;DISPLAY PARA CELULAR MARCA AVVIO  786;;;;47600;60000;;;10836;;;______________________
10834;DISPLAY PARA CELULAR MARCA AVVIO  793;;;;47600;70000;;;10834;;;______________________
10832;DISPLAY PARA CELULAR MARCA AVVIO  795;;;;47600;65000;;;10832;;;______________________
10840;DISPLAY PARA CELULAR MARCA AVVIO  L600;;;;47600;70000;;;10840;;;______________________
10844;DISPLAY PARA CELULAR MARCA B-MOBILE  AX535;;;;47600;60000;;;10844;;;______________________
10846;DISPLAY PARA CELULAR MARCA B-MOBILE  AX620;;;;47600;60000;;;10846;;;______________________
10847;DISPLAY PARA CELULAR MARCA B-MOBILE  AX650;;;;47600;60000;;;10847;;;______________________
10845;DISPLAY PARA CELULAR MARCA B-MOBILE  AX660;;;;47600;60000;;;10845;;;______________________
10797;DISPLAY PARA CELULAR MARCA HUAWEI  G510;;;;47600;65000;;;10797;;;______________________
10798;DISPLAY PARA CELULAR MARCA HUAWEI  Y300;;;;47600;65000;;;10798;;;______________________
10800;DISPLAY PARA CELULAR MARCA HUAWEI  Y600;;;;47600;70000;;;10800;;;______________________
10788;DISPLAY PARA CELULAR MARCA HUAWEI Y630;;;;47600;70000;;;10788;;;______________________
10792;DISPLAY PARA CELULAR MARCA HUAWEY  G610;;;;47600;70000;;;10792;;;______________________
10795;DISPLAY PARA CELULAR MARCA HUAWEY  G730;;;;59500;80000;;;10795;;;______________________
10793;DISPLAY PARA CELULAR MARCA HUAWEY  Y3 II;;;;47600;65000;;;10793;;;______________________
10794;DISPLAY PARA CELULAR MARCA HUAWEY  Y330;;;;47600;60000;;;10794;;;______________________
10810;DISPLAY PARA CELULAR MARCA LG L1-II;;;;41650;55000;;;10810;;;______________________
10817;DISPLAY PARA CELULAR MARCA NOKIA  220;;;;23800;35000;;;10817;;;______________________
10818;DISPLAY PARA CELULAR MARCA NOKIA 100;;;;17850;25000;;;10818;;;______________________
10819;DISPLAY PARA CELULAR MARCA NOKIA 520;;;;47600;60000;;;10819;;;______________________
10265;FORRO PARA TABLET SAMSUNG SIN TECLADO EN GOMA;;;;9520;15000;;;10265;;;______________________
10264;FORRO PARA TABLET SIN TECLADO;;;;9520;15000;;;10264;;;______________________
10266;FORRO PLEGABLE PARA TABLET;;;;9520;15000;;;10266;;;______________________
10269;FORRO PROTECTOR PARA TABLET EN GOMA SINTETICA;;;;9520;15000;;;10269;;;______________________
10268;FORRO PROTECTOR PARA TABLET GALAXY TAB;;;;23800;35000;;;10268;;;______________________
10815;PACHA PARA CELULAR MARCA ALCATEL  IDOL X;;;;142800;170000;;;10815;;;______________________
10833;PACHA PARA CELULAR MARCA AVVIO 795;;;;119000;150000;;;10833;;;______________________
10803;PACHA PARA CELULAR MARCA HUAWEI Y6;;;;119000;160000;;;10803;;;______________________
10790;PARLANTE PEQUEÑO REDONDO RESORTE;;;;3000;5000;;;10790;;;______________________
10267;PROTECTOR PARA TABLET  UNIVERSAL DE BOLITAS  EN GOMA;;;;9520;15000;;;10267;;;______________________
10215;PUNTA CAUTIL ESTACION DE SOLDADURA MARCA BAKU;;;;17850;25000;;;10215;;;______________________
10741;TACTIL PARA CELULAR  HUAWEI  G610;;;;47600;55000;;;10741;;;______________________
10235;TAPA PARA CELULAR LANIX S520;;;;9520;15000;;;10235;;;______________________
10248;TAPA PARA CELULAR MARCA MOTO G;;;;9520;15000;;;10248;;;______________________
10249;TAPA PARA CELULAR MARCA SAMSUNG GALAXI J7;;;;17850;25000;;;10249;;;______________________
10252;TAPA PARA CELULAR SAMSUNG GRAND PRIME;;;;9520;15000;;;10252;;;______________________
10253;TAPA PARA CELULAR SAMSUNG J1 ACE;;;;11900;18000;;;10253;;;______________________
10251;TAPA PARA CELULAR SAMSUNG S4 MINI;;;;11900;18000;;;10251;;;______________________
10250;TAPA PARA CELULAR SAMSUNG YOUNG;;;;5950;10000;;;10250;;;______________________
10246;TAPA PARA HUAWEI GAMA MEDIA;;;;9520;15000;;;10246;;;______________________
10255;TAPA PARA SAMSUNG NOTE 1;;;;11900;18000;;;10255;;;______________________
10254;TAPA PARA SANSUNG  GALAXI GRAND 9080;;;;9520;15000;;;10254;;;______________________
10247;TAPAS CELULAR REFERENCIAS SURTIDAS;;;;15000;25000;;;10247;;;______________________
10677;VIDRIO NORMAL SURTIDO;;;;1428;5000;;;10677;;;______________________
11622;ANTENA TDT LARGO ALCANCE SIN CABLE;;;;28560;55000;;;11622;;;______________________
11589;ANTENA TDT NIA EXTRA LARGO ALCANCE;;;;45000;80000;;;11589;;;______________________
11715;"CABINA DE SONIDO 8"" CON ENTRADA PARA MICROFONO";;;;130000;190000;;;11715;;;______________________
11461;"CABINA DE SONIDO CHINA 8"" SONIBOX";;;;188020;250000;;;11461;;;______________________
11074;CABLE USB LED DE 1 METRO;;;;5950;12000;;;11074;;;______________________
11075;CABLE USB REDONDO DE 3 METROS;;;;5950;18000;;;11075;;;______________________
11098;CELULAR MARCA ZOOM MODELO Q6 245;;;;53550;67000;;;11098;;;______________________
11096;CELULAR MARCA ZOOM Q6 C9 DUAL;;;;53550;65000;;;11096;;;______________________
11094;CELULAR MARCA ZOOM SMART MOVE  Q6  10.52;;;;35700;50000;;;11094;;;______________________
11095;CELULAR MARCA ZOOM TRIBAL Q6;;;;35700;50000;;;11095;;;______________________
11299;CELULAR ZOOM ULTRA 2021 MAX;;;;280000;320000;;;11299;;;______________________
11914;CELULAR ZOOM ULTRA CHICAGO;;;;200000;245000;;;11914;;;______________________
11430;"COMBO CABINA DE SONIDO DE 15"" JYR J5195 CON TRIPODE";;;;384899;480000;;;11430;;;______________________
11594;DECODIFICADOR TDT;;;;65000;85000;;;11594;;;______________________
10154;DIADEMA FLY BY CELUSTAR ESTEREO;;;;11900;25000;;;10154;;;______________________
10069;DVD PORTATIL SONIVOX 7.5P 3D;;;;130900;170000;;;10069;;;______________________
11689;DVD PORTATIL SONIVOX 9.5 P;;;;150000;200000;;;11689;;;______________________
11259;DVD VIDIX VDX - 337;;;;59500;75000;;;11259;;;______________________
11434;LINTERNA RECARGABLE TABANO;;;;20000;35000;;;11434;;;______________________
11943;MAKINA DE PELUQUERIA GENERICA;;;;35000;70000;;;11943;;;______________________
11942;MAKINA DE PELUQUIAR ORIGINAL;;;;75000;120000;;;11942;;;______________________
11073;MEMORIA MICRO SD 16GB GENERICA;;;;20825;30000;;;11073;;;______________________
10304;MEMORIA MICRO SD 32 GIGAS MARCA DG TECHNOLOGY;;;;35700;45000;;;10304;;;______________________
11036;MEMORIA MICRO SD DE 4 GB DG SUELTA;;;;9520;15000;;;11036;;;______________________
11072;MEMORIA MICRO SD DE 8 GB DG;;;;16000;25000;;;11072;;;______________________
10328;MEMORIA USB  8 GB;;;;17255;24000;;;10328;;;______________________
10946;MINI PARLANTE MARCA JAYBALLY BL-02;;;;23800;40000;;;10946;;;______________________
10073;NANO ROUTER TP-LINK 150MBPS;;;;71400;80000;;;10073;;;______________________
11785;PARLANTE BLUETOOTH MS349;;;;55000;100000;;;11785;;;______________________
10943;PARLANTE GRANDE MOBILE MULTIMEDIA  MS-215BT;;;;59500;75000;;;10943;;;______________________
10944;PARLANTE GRANDE MOBILE MULTIMEDIA  MS-218BT;;;;59500;65000;;;10944;;;______________________
10952;PARLANTE GRANDE MOBILE MULTIMEDIA MS-145BT;;;;53550;65000;;;10952;;;______________________
10945;PARLANTE GRANDE MOBILE MULTIMEDIA MS-216BT;;;;71400;80000;;;10945;;;______________________
11126;PARLANTE MS-363BT;;;;21000;45000;;;11126;;;______________________
11941;PLANCHA PARA CABELLO;;;;75000;120000;;;11941;;;______________________
11125;RADIO 5 BANDAS TOPSONIC O SONIVOX;;;;30000;55000;;;11125;;;______________________
10948;RADIO CON ENTRADA PARA MEMORIA VDX-8116USBCR;;;;59500;75000;;;10948;;;______________________
10947;RADIO DE 3 BANDAS CON BLUETOOTH IU-R81BT UNIVERSAL ROYAL;;;;53550;65000;;;10947;;;______________________
11262;RADIO MP3 SONIVOX PEQUEÑO CON LINTERNA;;;;29750;45000;;;11262;;;______________________
10194;RADIO MULTIBANDA N@NO-TEC NT-R1216;;;;41650;60000;;;10194;;;______________________
11588;RADIO SONIVOX  VS R118 SIN MEMORIA;;;;26180;40000;;;11588;;;______________________
11124;RADIO SONIVOX 3 BANDAS Y MEMORIA Y BATERIA RECARGABLE;;;;50000;70000;;;11124;;;______________________
10195;RADIO SONY MODELO ICF-19;;;;83300;90000;;;10195;;;______________________
10206;RELOJ CELULAR SMARTWATCH T500;;;;40000;60000;;;10206;;;______________________
11213;BATERIA PARA HUAWEI Y5 2017 O P9 LITE SMART;;;;35700;60000;;;11213;;;______________________
11653;BIG COLA 535ML;;;;1100;1500;;;11653;;;______________________
11655;CHOCORRAMO;;;;1200;1500;;;11655;;;______________________
11207;COCACOLA 355mL - DOYPACK;;;;1200;1500;;;11207;;;______________________
11657;JUGO EN CAJITA;;;;1150;1500;;;11657;;;______________________
11658;TARJETA ACELERADORA GRAFICA RADEON R7 2GB DDR3;;;;206465;250000;;;11658;;;______________________
11713;VIKINGOS EN LECHE;;;;800;1000;;;11713;;;______________________
11814;  PARLANTE INALAMBRICO LED JYR J5182;;;;205870;300000;;;11814;;;______________________
10202; MINI PARLANTES CON  ENTRADA USB J5142 JYR;;;;17850;26000;;;10202;;;______________________
11381;ACCES POINT 2 ANTENAS TE-AP4 TENDA;;;;71995;85000;;;11381;;;______________________
11311;ADAPTADOR DONGLE SMARTH TV JYR;;;;77350;105000;;;11311;;;______________________
11380;ADAPTADOR INALAMBRICO CON ANTENA 150MBPS TENDA;;;;23919;50000;;;11380;;;______________________
11344;ADAPTADOR USB N150MBPS  WIRELES WIFII TENDA;;;;29750;40000;;;11344;;;______________________
11383;ADAPTADOR USB WIFII N300MBPS TENDA;;;;29750;55000;;;11383;;;______________________
10163;AUDIFONOS BLUETOOTH  K50;;;;71400;100000;;;10163;;;______________________
11957;AUDIFONOS SOLAPA DOBLE;;;;28560;42000;;;11957;;;______________________
11893;CABEZOTE ORIGINAL IPHONE;;;;90000;120000;;;11893;;;______________________
11818;"CABINA DE SONIDO 15"" JYR";;;;498610;520000;;;11818;;;______________________
11394;"CABINA DE SONIDO 8""  JYR";;;;302260;410000;;;11394;;;______________________
11477;CABLE HDMI DE 15 MTS;;;;28000;40000;;;11477;;;______________________
11463;CABLE PUNTA AMARILLA PARA TABLET;;;;5950;7000;;;11463;;;______________________
11224;CABLE USB HEMBRA A 5 PINES JYR 80CM;;;;2380;5000;;;11224;;;______________________
11020;CABLE VGA CON DOBLE FILTRO DE 15 METROS REF: CB019;;;;47600;50000;;;11020;;;______________________
10178;CAJA ANTIGOLPES PARA DISCOS DUROS DE PORTATIL JYR;;;;47600;55000;;;10178;;;______________________
10084;CAJA DISCO DURO DE PORTATIL JYR USB 2.5;;;;33320;40000;;;10084;;;______________________
10095;CAMARA SEGURIDAD 1080P;;;;113050;120000;;;10095;;;______________________
11014;CARGADOR LG  12V 5A JYR;;;;47600;58000;;;11014;;;______________________
11646;CARGADOR PARA PORTATIL ACER 19V 2.37A JYR;;;;41650;50000;;;11646;;;______________________
11016;CARGADOR PARA PORTATIL ACER MINI AC 19V 1.58A JYR;;;;38080;50000;;;11016;;;______________________
11647;CARGADOR PARA PORTATIL DELL 19.5V 3.34A JYR;;;;44316;57000;;;11647;;;______________________
11199;CARGADOR PARA PORTATIL DELL 19V 1.58 A JYR;;;;41650;50000;;;11199;;;______________________
11649;CARGADOR PARA PORTATIL HP 19.5V 3.33A;;;;53550;62000;;;11649;;;______________________
11648;CARGADOR PARA PORTATIL HP 19V 2.31A JYR;;;;29988;42000;;;11648;;;______________________
11652;CARGADOR PARA PORTATIL LENOVO 20V 2.25A REDONDO;;;;35462;50000;;;11652;;;______________________
11650;CARGADOR PARA PORTATIL LENOVO 5V 4A;;;;32130;47000;;;11650;;;______________________
11021;CARGADOR PARA PORTATIL LG 19V 0.84A JYR;;;;47600;55000;;;11021;;;______________________
11660;CARGADOR PARA PORTATIL SONY 19.5V 2.0A JYR;;;;28798;42000;;;11660;;;______________________
10026;CARGADOR PARA TABLET SAMSUNG 5V 2A JYR;;;;34510;50000;;;10026;;;______________________
10040;CARGADOR POR LENOVO 19V 0.8A JYR;;;;35700;55000;;;10040;;;______________________
10041;CARGADOR POR SONY 19.5V 3.9A JYR;;;;35700;57000;;;10041;;;______________________
10029;CARGADOR POR. DELL 19.5V 3.4A JYR;;;;34510;53000;;;10029;;;______________________
10028;CARGADOR POR. SAMSUNG 14V 1.7A JYR;;;;34510;55000;;;10028;;;______________________
10027;CARGADOR POR. SONY 10.5V 2.9A;;;;34510;50000;;;10027;;;______________________
10024;CARGADOR POR. TOSHIBA 19V 1.5A JYR;;;;34510;50000;;;10024;;;______________________
10025;CARGADOR POR. TOSHIBA 19V 3.4A JYR;;;;34510;50000;;;10025;;;______________________
11534;CARGADOR PORT. LENOVO 20V 3.2A;;;;47600;55000;;;11534;;;______________________
11651;CARGADOR PORTATIL LENOVO 20V 2.25A CUADRADO;;;;53550;67000;;;11651;;;______________________
10182;CARGADOR PORTATIL POWER BANK MUJR-012;;;;35700;50000;;;10182;;;______________________
11493;CARGADOR PORTATIL SAMSUNG 19V 3.16A;;;;51170;58000;;;11493;;;______________________
10306;CARGADOR SEMIORIGINAL IPHONE;;;;53550;60000;;;10306;;;______________________
10174;CARGADOR SOLAR  2 EN 1 MUJR-015;;;;51170;70000;;;10174;;;______________________
10067;CARGADOR UNIVERSAL 65W ULTRABOOK Y NOTEBOOK JYR;;;;97580;113000;;;10067;;;______________________
10068;CARGADOR UNIVERSAL PORTATILES 7P JYR;;;;53550;85000;;;10068;;;______________________
10066;CARGADOR UNIVERSAL TABLETS CELULARES Y MAS JYR;;;;21420;38000;;;10066;;;______________________
11874;COMBO 2 CABINAS MÁS MIXER DOS TRÍPODES J5198;;;;100000;900000;;;11874;;;______________________
11469;COMBO CLASSIC INALAMBRICO MOUSE Y TECLADO;;;;30940;45000;;;11469;;;______________________
11473;CONSOLA VIDEO JUEGOS GAME ONE;;;;29750;50000;;;11473;;;______________________
11471;CONTROL ANALOGO DOBLE PARA PC JYR;;;;22610;40000;;;11471;;;______________________
10352;CONTROL PARA PLAY STATION 3 DUAL SHOCK 3 MARCA SONY;;;;52003;65000;;;10352;;;______________________
11022;CONTROL PARA XBOX 360 CON BATERIAS DURACELL;;;;95200;120000;;;11022;;;______________________
11470;CONTROL USB PARA COMPUTADOR JYR;;;;15470;35000;;;11470;;;______________________
10080;CONVERTIDOR DE AUDIO DIGITAL A ANALOGO JYR;;;;35700;47000;;;10080;;;______________________
11019;CONVERTIDOR IDE SATA CB-013 JYR;;;;40460;45000;;;11019;;;______________________
11639;DIADEMA BLUETOOTH 040-MV;;;;44030;65000;;;11639;;;______________________
11573;DIADEMA BLUETOOTH 055MV JYR;;;;71400;78000;;;11573;;;______________________
11930;DIADEMA BLUETOOTH JYR;;;;34510;40000;;;11930;;;______________________
11306;DIADEMA BLUETTOH  JYR 062 MV;;;;33320;42000;;;11306;;;______________________
10173;DIADEMA CON  MICROFONO STEREO MOBILE 036-MV JYR;;;;17850;32000;;;10173;;;______________________
10156;DIADEMA CON MICROFONO ESTEREO 012-MV JR;;;;24990;35000;;;10156;;;______________________
11817;DIADEMA ESTEREO JYR 039-MV;;;;38913;55000;;;11817;;;______________________
11313;DIADEMA GAMER JYR 023 - MV;;;;38080;70000;;;11313;;;______________________
10172;DIADEMA PARLANTE  BLUETHOOTH MEGA BASS 019-MB J Y R;;;;65450;90000;;;10172;;;______________________
10441;MICROFONO INALAMBRICO MCJR-008;;;;116620;145000;;;10441;;;______________________
10211;MINI PARLANTES PARA PC MODELO J5141 JYR;;;;33320;38000;;;10211;;;______________________
10210;MINI PARLANTES PARA PC MODELO J5213 o J5216;;;;35700;43000;;;10210;;;______________________
11642;MOUSE CABLEADO JYR MOJR-012;;;;9520;15000;;;11642;;;______________________
11312;MOUSE INALAMBRICO JYR MIJR - 015;;;;27840;37500;;;11312;;;______________________
11119;MOUSE INALAMBRICO JYR MIJR-007;;;;25000;45000;;;11119;;;______________________
11024;MOUSE INALAMBRICO NX8000S;;;;35000;50000;;;11024;;;______________________
11015;MOUSE INALAMBRICO OPTICO JYR 60 GRADOS;;;;45220;58000;;;11015;;;______________________
11023;MOUSE INALAMBRICO OPTICO RECARGABLE JYR;;;;47600;56000;;;11023;;;______________________
11472;MOUSE OPTICO RETRACTIL JYR;;;;11900;17000;;;11472;;;______________________
10010;MOUSE USB ALAMBRICO YOYO JYR;;;;16660;19000;;;10010;;;______________________
11331;PARLANTE  MARCA JYR 1000W J5159;;;;380800;405000;;;11331;;;______________________
11645;PARLANTE 2.1 JYR J5176;;;;149107;210000;;;11645;;;______________________
11424;PARLANTE 2.1 JYR J5177 65W;;;;214200;300000;;;11424;;;______________________
11140;PARLANTE ACUATICO J5147 JYR;;;;71400;97000;;;11140;;;______________________
11141;PARLANTE ANTIGOLPES J5156 JYR;;;;71400;97000;;;11141;;;______________________
11641;PARLANTE AQUIATICO JYR-J5154;;;;51170;70000;;;11641;;;______________________
11139;PARLANTE BLUETOOTH J5145 JYR;;;;65450;73000;;;11139;;;______________________
11644;PARLANTE DOBLE SOUND J5127;;;;67830;90000;;;11644;;;______________________
10392;PARLANTE GRANDE JYR SUPER SOUND 2.1 MODELO J5136;;;;119000;195000;;;10392;;;______________________
11474;PARLANTE PORTABLE INALAMBRICO HI-FI SUPER;;;;119000;135000;;;11474;;;______________________
11476;PARLANTE SPEAKER MINI JYR;;;;21420;27000;;;11476;;;______________________
11018;PARLANTE SUPER SOUND MODELO J5155 JYR;;;;79730;97000;;;11018;;;______________________
11816;PARLANTES 2.1 JYR J5133 Y J5135;;;;158270;250000;;;11816;;;______________________
11813;PARLANTES PARA PC JYR J5199;;;;29750;42000;;;11813;;;______________________
11467;PRESENTADOR  WIRELESS 15 MTS;;;;46410;59000;;;11467;;;______________________
11027;REGULADOR DIGITAL 1250 8 TOMAS REF:8004R  JYR;;;;35700;48000;;;11027;;;______________________
11341;ROUTER INALAMBLRICO TENDA 4 ANTENAS ROMPEMUROS;;;;98770;134000;;;11341;;;______________________
11342;ROUTER INALAMBRICO 2 ANTENAS N300;;;;87000;105000;;;11342;;;______________________
11597;ROUTER TENDA 4 ANTENAS 300MBPS;;;;76160;82000;;;11597;;;______________________
11643;ROUTER TENDA 4 ANTENAS AC6;;;;109480;150000;;;11643;;;______________________
11707;ROUTER TENDA AC1200;;;;180000;230000;;;11707;;;______________________
11297;ROUTER TENDA WIRELESS N300;;;;63070;75000;;;11297;;;______________________
11343;SWITCH 5 PUERTOS TENDA MINI;;;;19040;26000;;;11343;;;______________________
11382;SWITCH 8 PUERTOS TENDA 10-100MBPS;;;;24038;34000;;;11382;;;______________________
11468;SWITCH TENDA DE 16 PUERTOS;;;;79730;97000;;;11468;;;______________________
10063;TECLADO JYR TMJR-026;;;;30000;45000;;;10063;;;______________________
10056;TECLADO MULT MINI JYR;;;;42840;50000;;;10056;;;______________________
11026;TECLADO MULTIMEDIA ULTRA SLIM   REF:TMJR-018  JYR;;;;35700;45000;;;11026;;;______________________
11815;TORRE DE SONIDO JYR J5131;;;;380205;480000;;;11815;;;______________________
11379;TRIPODE METALICO DE LUJO  TJR 001;;;;41650;70000;;;11379;;;______________________
11475;TRIPODE SPEAKER;;;;42840;70000;;;11475;;;______________________
11889;UNIDAD CADDY SEGUNDO DISCO DURO 9.5 Y 12.7;;;;15000;25000;;;11889;;;______________________
10420;UPS DE 750 VA CON  8 TOMAS;;;;119000;173000;;;10420;;;______________________
10419;UPS NUEVA DE 1250 AV DE 8 TOMAS MODELO UP-004;;;;238000;370000;;;10419;;;______________________
10045;VENTILADOR PARA POR.  SUPER COLOR JYR;;;;26180;35000;;;10045;;;______________________
10044;VENTILADOR PARA POR. EXTREME JYR;;;;33320;45000;;;10044;;;______________________
11882;VENTILADOR PARA PORTATIL 2 VENTILADORES;;;;60000;74000;;;11882;;;______________________
10046;VENTILADOR PARA PORTATIL JYR BRJR003;;;;41650;54000;;;10046;;;______________________
11990;Y VGA;;;;10000;15000;;;11990;;;______________________
11740;ANDROID TV 4K;;;;120000;140000;;;11740;;;______________________
11605;CABLE COAXIAL PARA TDT;;;;300;700;;;11605;;;______________________
10147;CABLE DE VIDEO DCO DIGITAL DE DIRECTV;;;;19040;25000;;;10147;;;______________________
10109;CARGADOR PARA DECO DIRECTV;;;;20230;30000;;;10109;;;______________________
10209;CELULAR MARCA ALCATEL 1SE;;;;310000;450000;;;10209;;;______________________
11946;CELULAR NOKIA 110;;;;107100;186000;;;11946;;;______________________
10107;CONTROL ORIGINAL DIRECTV;;;;20230;25000;;;10107;;;______________________
10108;CONTROL PARA TV GENERICO;;;;4760;8000;;;10108;;;______________________
11975;ADAPTADOR DE CORRIENTE PARA PARLANTE 9V 0.5A;;;;12000;20000;;;11975;;;______________________
11258;AGUJA O LLAVE PARA CELULAR;;;;1500;3000;;;11258;;;______________________
10391;BATERIA AAA  MARCA  DOBERMAN;;;;1190;2000;;;10391;;;______________________
11792;BATERIA AG1 LR621H 364A;;;;1600;3000;;;11792;;;______________________
11793;BATERIA CR1220 CR1616 CR1216;;;;3000;4000;;;11793;;;______________________
11973;BATERIA DEDITO 12V 23A Y 27A;;;;3500;7000;;;11973;;;______________________
11280;BATERIA LANIX LT 510;;;;30;35000;;;11280;;;______________________
11791;BATERIA LR44H 357A AG13 LR1130;;;;1600;4000;;;11791;;;______________________
11282;BATERIA PARA CELULAR HUAWEI Y520;;;;9520;15000;;;11282;;;______________________
11377;BATERIA PARA CELULAR LG G3;;;;12000;30000;;;11377;;;______________________
10390;BATERIAS AA XTRA CELL;;;;1190;2000;;;10390;;;______________________
10592;BATERIAS DOBLE AA MARCA XTRA CELL;;;;2380;4000;;;10592;;;______________________
11956;CABLE AUDIO BLINDADO;;;;4000;5000;;;11956;;;______________________
11068;CABLE PARA MICROFONO ENMALLADO;;;;4000;5000;;;11068;;;______________________
11598;CAJA DE DIABOLOS MARCA GENERAL PELLETS 200UN 5.5MM;;;;15000;25000;;;11598;;;______________________
